,Date,Total Portfolio Value
58,2000-10-19,100.2355600873939
59,2000-10-20,100.67237771263316
60,2000-10-23,100.75999199795574
61,2000-10-24,100.81694861014867
62,2000-10-25,99.27787369282314
63,2000-10-26,99.26136784369618
64,2000-10-27,99.86927043277932
65,2000-10-30,100.69878843868335
66,2000-10-31,101.98596885044941
67,2000-11-01,101.72195546458701
68,2000-11-02,102.06749159933736
69,2000-11-03,101.833674768914
70,2000-11-06,102.03006047414735
71,2000-11-07,102.02666108531479
72,2000-11-08,101.08525624223928
73,2000-11-09,100.79510707916776
74,2000-11-10,99.3229080636091
75,2000-11-13,98.79260920951612
76,2000-11-14,100.2064908384192
77,2000-11-15,100.59017130553192
78,2000-11-16,99.90110024527678
79,2000-11-17,99.6327527272949
80,2000-11-20,98.57752082594394
81,2000-11-21,98.79848270953268
82,2000-11-22,97.86405232840373
83,2000-11-23,97.86405232840373
84,2000-11-24,98.66283872222321
85,2000-11-27,98.9795083604726
86,2000-11-28,98.5112571242023
87,2000-11-29,98.87635863184686
88,2000-11-30,97.90821134909281
89,2000-12-01,97.80395221182829
90,2000-12-04,98.25977089962883
91,2000-12-05,100.7109956851134
92,2000-12-06,99.86796250954286
93,2000-12-07,99.56544658551957
94,2000-12-08,100.64988994308497
95,2000-12-11,101.09180657775511
96,2000-12-12,100.73088899118915
97,2000-12-13,100.42134912057534
98,2000-12-14,99.74017387183267
99,2000-12-15,98.53584845338776
100,2000-12-18,99.04301632711093
101,2000-12-19,98.25190639418452
102,2000-12-20,96.66191080287898
103,2000-12-21,97.19662500818961
104,2000-12-22,98.5974407863474
105,2000-12-25,98.5974407863474
106,2000-12-26,98.98113435190936
107,2000-12-27,99.47533767730616
108,2000-12-28,99.6719760625648
109,2000-12-29,99.10578457988512
110,2001-01-01,99.10578457988512
111,2001-01-02,97.75815486150057
112,2001-01-03,100.59628123425313
113,2001-01-04,100.16511834649191
114,2001-01-05,98.76296068110892
115,2001-01-08,98.72844826762524
116,2001-01-09,98.84832216101034
117,2001-01-10,99.28817093993769
118,2001-01-11,99.89475606642833
119,2001-01-12,99.28578743678491
120,2001-01-15,99.28578743678491
121,2001-01-16,99.73982149469359
122,2001-01-17,100.03286256441567
123,2001-01-18,101.0956216833955
124,2001-01-19,100.70569897757028
125,2001-01-22,100.66486723279164
126,2001-01-23,101.38811318862713
127,2001-01-24,101.56443664152047
128,2001-01-25,101.34131916879414
129,2001-01-26,101.26091976372939
130,2001-01-29,101.67432713596638
131,2001-01-30,102.2747264048187
132,2001-01-31,102.13567335230485
133,2001-02-01,102.6558706951131
134,2001-02-02,101.36782149198663
135,2001-02-05,101.58743991186262
136,2001-02-06,101.40086122024692
137,2001-02-07,100.90907971868067
138,2001-02-08,100.51564894427162
139,2001-02-09,99.81600200784987
140,2001-02-12,100.4927179327322
141,2001-02-13,99.89832326106423
142,2001-02-14,99.6885038897587
143,2001-02-15,100.09506909317805
144,2001-02-16,99.09900862928826
145,2001-02-19,99.09900862928826
146,2001-02-20,98.06920415738814
147,2001-02-21,96.90335053149884
148,2001-02-22,96.805144291501
149,2001-02-23,96.58298546848073
150,2001-02-26,97.71233630844885
151,2001-02-27,97.45851150511504
152,2001-02-28,96.73293429279259
153,2001-03-01,96.87986027006085
154,2001-03-02,96.37218429476891
155,2001-03-05,96.73513095735387
156,2001-03-06,97.35139877237481
157,2001-03-07,97.89178954987568
158,2001-03-08,98.09356741634625
159,2001-03-09,96.47551197972587
160,2001-03-12,93.88243850237964
161,2001-03-13,94.72693454844239
162,2001-03-14,93.36779707674795
163,2001-03-15,93.77407595257088
164,2001-03-16,92.72459568122693
165,2001-03-19,93.64192931228607
166,2001-03-20,92.35550432836249
167,2001-03-21,91.39707662772926
168,2001-03-22,91.2590319250378
169,2001-03-23,92.21303551718037
170,2001-03-26,92.78585120662567
171,2001-03-27,94.00989495510049
172,2001-03-28,92.62725129510916
173,2001-03-29,92.39631045594064
174,2001-03-30,93.09711928122351
175,2001-04-02,92.35289284129067
176,2001-04-03,90.46096718668903
177,2001-04-04,90.35806145739896
178,2001-04-05,92.65750692026168
179,2001-04-06,91.7168195759005
180,2001-04-09,92.11712780088726
181,2001-04-10,93.39064164968204
182,2001-04-11,93.23942508265573
183,2001-04-12,94.05038622636695
184,2001-04-13,94.05038622636695
185,2001-04-16,93.66853330670814
186,2001-04-17,94.4175469937434
187,2001-04-18,96.90150717294848
188,2001-04-19,97.47119866837582
189,2001-04-20,96.97583248323522
190,2001-04-23,96.21106556424368
191,2001-04-24,95.46445838048948
192,2001-04-25,96.33949881859786
193,2001-04-26,96.7788363490204
194,2001-04-27,97.47837200916683
195,2001-04-30,97.34424600615569
196,2001-05-01,98.27710080608523
197,2001-05-02,98.3771356074482
198,2001-05-03,97.6194742957471
199,2001-05-04,98.56457504886444
200,2001-05-07,98.40379564575977
201,2001-05-08,98.2736335530891
202,2001-05-09,98.09494477417749
203,2001-05-10,97.8983004504068
204,2001-05-11,97.06701550103872
205,2001-05-14,97.37867587530673
206,2001-05-15,97.3577691859964
207,2001-05-16,99.19784383147729
208,2001-05-17,99.42017400011245
209,2001-05-18,99.64341128861187
210,2001-05-21,100.69450745411156
211,2001-05-22,100.52409051325102
212,2001-05-23,99.53927872821691
213,2001-05-24,99.57450310303028
214,2001-05-25,98.83508838130872
215,2001-05-28,98.83508838130872
216,2001-05-29,98.35259023388468
217,2001-05-30,97.40197027661534
218,2001-05-31,98.02057491314827
219,2001-06-01,98.34567432145343
220,2001-06-04,98.7407394233793
221,2001-06-05,99.68269111811124
222,2001-06-06,99.0397180170982
223,2001-06-07,99.30210145581803
224,2001-06-08,98.6243520562657
225,2001-06-11,98.2268074512068
226,2001-06-12,98.39869258786348
227,2001-06-13,97.7095252024769
228,2001-06-14,96.72529942204895
229,2001-06-15,96.40770121253419
230,2001-06-18,96.10148271879075
231,2001-06-19,96.31695092272588
232,2001-06-20,96.88516871768933
233,2001-06-21,97.61156243271579
234,2001-06-22,97.20097087390457
235,2001-06-25,96.86236870762801
236,2001-06-26,96.62519832248259
237,2001-06-27,96.30850138440496
238,2001-06-28,96.86691769529303
239,2001-06-29,96.6875761194836
240,2001-07-02,97.43760260442788
241,2001-07-03,97.26599012951834
242,2001-07-04,97.26599012951834
243,2001-07-05,96.48898631818832
244,2001-07-06,95.19950644063789
245,2001-07-09,95.67390538550833
246,2001-07-10,94.93967963536468
247,2001-07-11,94.8612656858985
248,2001-07-12,96.31851420050924
249,2001-07-13,96.68417415792125
250,2001-07-16,96.14213748128194
251,2001-07-17,96.75167042891482
252,2001-07-18,96.63944901514432
253,2001-07-19,96.98966836681743
254,2001-07-20,96.78189304567998
255,2001-07-23,95.85358564689227
256,2001-07-24,94.94314069538704
257,2001-07-25,95.75237579128614
258,2001-07-26,96.41095247949815
259,2001-07-27,96.675463141537
260,2001-07-30,96.68163468474296
261,2001-07-31,97.09152135023345
262,2001-08-01,97.28301920185419
263,2001-08-02,97.40175776977247
264,2001-08-03,97.06204530848564
265,2001-08-06,96.42074696100866
266,2001-08-07,96.62463471063964
267,2001-08-08,95.81835695576761
268,2001-08-09,95.77371091806737
269,2001-08-10,96.18444427134656
270,2001-08-13,96.30385364364159
271,2001-08-14,96.06221106745213
272,2001-08-15,95.59889150003895
273,2001-08-16,95.84829913873551
274,2001-08-17,95.03172556901102
275,2001-08-20,95.39041333754145
276,2001-08-21,94.7470845450807
277,2001-08-22,95.15223823375146
278,2001-08-23,95.0655654039913
279,2001-08-24,96.14099625246628
280,2001-08-27,95.84508365408118
281,2001-08-28,95.13711351042684
282,2001-08-29,94.64081582693218
283,2001-08-30,93.68693550200341
284,2001-08-31,93.88616245452404
285,2001-09-03,93.88616245452404
286,2001-09-04,93.54739209968812
287,2001-09-05,93.55130606528604
288,2001-09-06,92.51156107182777
289,2001-09-07,91.6089900936314
290,2001-09-10,91.88290820103742
291,2001-09-11,91.88290820103742
292,2001-09-12,91.88290820103742
293,2001-09-13,91.88290820103742
294,2001-09-14,92.26899167679252
295,2001-09-17,89.54280417811408
296,2001-09-18,89.104795725086
297,2001-09-19,88.3982739718287
298,2001-09-20,86.75553719332345
299,2001-09-21,85.90138288498679
300,2001-09-24,87.74869188893683
301,2001-09-25,88.2549827405142
302,2001-09-26,88.14803390696832
303,2001-09-27,88.85678222683069
304,2001-09-28,89.91548859960035
305,2001-10-01,89.8611083841275
306,2001-10-02,90.60233169126383
307,2001-10-03,91.711355081083
308,2001-10-04,91.58355980864107
309,2001-10-05,91.69007846257406
310,2001-10-08,91.24923635393571
311,2001-10-09,90.85660266106918
312,2001-10-10,92.07433967023573
313,2001-10-11,92.76685938414036
314,2001-10-12,92.51091340430386
315,2001-10-15,92.56394303369524
316,2001-10-16,93.03512777638682
317,2001-10-17,92.06487764122011
318,2001-10-18,91.66746210797481
319,2001-10-19,91.84225410593149
320,2001-10-22,92.66833890192325
321,2001-10-23,92.38460794746051
322,2001-10-24,92.53475186335874
323,2001-10-25,93.35138548032603
324,2001-10-26,93.58524411547205
325,2001-10-29,92.38750711390793
326,2001-10-30,91.57355638075497
327,2001-10-31,91.86871804370625
328,2001-11-01,93.11412231866677
329,2001-11-02,93.02974867101372
330,2001-11-05,93.9473192253449
331,2001-11-06,94.84398721816109
332,2001-11-07,94.88805769084928
333,2001-11-08,94.87194576774348
334,2001-11-09,94.90423915151607
335,2001-11-12,94.8063055972923
336,2001-11-13,95.76015073009918
337,2001-11-14,95.67262651844123
338,2001-11-15,95.30389612808142
339,2001-11-16,94.86029067087905
340,2001-11-19,95.78313901253412
341,2001-11-20,95.18370524514225
342,2001-11-21,94.70709604725222
343,2001-11-22,94.70709604725222
344,2001-11-23,95.28949099549502
345,2001-11-26,95.6451635049138
346,2001-11-27,95.36928713223338
347,2001-11-28,94.32569463279715
348,2001-11-29,95.2234426791059
349,2001-11-30,95.22303240400973
350,2001-12-03,94.81346213392368
351,2001-12-04,95.67509696704875
352,2001-12-05,96.51018406321322
353,2001-12-06,96.16319984421607
354,2001-12-07,95.48183861284545
355,2001-12-10,94.63386618471574
356,2001-12-11,94.5996962828939
357,2001-12-12,94.81828429632603
358,2001-12-13,93.73989867177482
359,2001-12-14,93.76379966582577
360,2001-12-17,94.17962579129379
361,2001-12-18,94.82176672263807
362,2001-12-19,95.32458728036994
363,2001-12-20,94.82858344561461
364,2001-12-21,95.05784492182431
365,2001-12-24,94.96815188234834
366,2001-12-25,94.96815188234834
367,2001-12-26,95.12140365457448
368,2001-12-27,95.68072490502846
369,2001-12-28,95.84815100908799
370,2001-12-31,95.41850367828346
371,2002-01-01,95.41850367828346
372,2002-01-02,95.58236173193848
373,2002-01-03,96.23713939923854
374,2002-01-04,96.6008181138682
375,2002-01-07,96.43402640513591
376,2002-01-08,96.23237994824419
377,2002-01-09,95.98323821486632
378,2002-01-10,96.26459372792209
379,2002-01-11,95.86874349778046
380,2002-01-14,95.4947351389345
381,2002-01-15,95.95354804263155
382,2002-01-16,94.94151970547478
383,2002-01-17,95.3679669051579
384,2002-01-18,94.85796981437834
385,2002-01-21,94.85796981437834
386,2002-01-22,94.4198107637876
387,2002-01-23,94.73745315716417
388,2002-01-24,94.90459874663114
389,2002-01-25,94.9381387265451
390,2002-01-28,94.95656221126076
391,2002-01-29,93.4128086616576
392,2002-01-30,94.11985821761073
393,2002-01-31,94.91846060026646
394,2002-02-01,94.57327565818855
395,2002-02-04,93.22555342968333
396,2002-02-05,92.94388483344035
397,2002-02-06,92.5605518027375
398,2002-02-07,92.36469425784844
399,2002-02-08,93.34585429984196
400,2002-02-11,94.17622102220906
401,2002-02-12,93.8520529183795
402,2002-02-13,94.43552761733918
403,2002-02-14,94.39963692465034
404,2002-02-15,93.89718219219561
405,2002-02-18,93.89718219219561
406,2002-02-19,92.76456484269076
407,2002-02-20,93.55377348532225
408,2002-02-21,92.67421805724874
409,2002-02-22,93.21863766755236
410,2002-02-25,94.24738477810669
411,2002-02-26,94.15790910037182
412,2002-02-27,94.38285560432433
413,2002-02-28,94.16107237281881
414,2002-03-01,95.33251588462714
415,2002-03-04,96.49907140315106
416,2002-03-05,96.10175250188033
417,2002-03-06,96.97110480389156
418,2002-03-07,96.4235178315841
419,2002-03-08,96.62531099475233
420,2002-03-11,96.84080541534698
421,2002-03-12,96.72642192395617
422,2002-03-13,96.1969647016664
423,2002-03-14,95.89885947901564
424,2002-03-15,96.65956837835967
425,2002-03-18,96.7146106899983
426,2002-03-19,96.95511616948082
427,2002-03-20,95.85253576232262
428,2002-03-21,95.97367870149122
429,2002-03-22,95.68653340422262
430,2002-03-25,94.7788113271059
431,2002-03-26,95.28011726630395
432,2002-03-27,95.64051212125557
433,2002-03-28,95.69753046755514
434,2002-03-29,95.69753046755514
435,2002-04-01,95.62954961977269
436,2002-04-02,95.26618709927199
437,2002-04-03,94.8108353942555
438,2002-04-04,94.86706601004545
439,2002-04-05,94.79597395427558
440,2002-04-08,94.90968384794692
441,2002-04-09,94.56081482355857
442,2002-04-10,95.24123060209759
443,2002-04-11,93.82489748328118
444,2002-04-12,94.2945950272271
445,2002-04-15,93.93820100708416
446,2002-04-16,95.28811249566945
447,2002-04-17,95.13245281618289
448,2002-04-18,95.09044435390965
449,2002-04-19,95.16078066491878
450,2002-04-22,94.26370563221703
451,2002-04-23,93.88414710620773
452,2002-04-24,93.60704412874045
453,2002-04-25,93.52900471768874
454,2002-04-26,92.76400507196512
455,2002-04-29,92.12272461650835
456,2002-04-30,92.75654919990984
457,2002-05-01,93.30299505982585
458,2002-05-02,93.14918490289327
459,2002-05-03,92.64913163277605
460,2002-05-06,91.53145622501783
461,2002-05-07,91.37795043388675
462,2002-05-08,93.28084010979762
463,2002-05-09,92.51325015217684
464,2002-05-10,91.66030780986222
465,2002-05-13,92.58341519258157
466,2002-05-14,93.67686301437871
467,2002-05-15,93.42516805588333
468,2002-05-16,93.95083299475746
469,2002-05-17,94.31255672676625
470,2002-05-20,93.63804121628883
471,2002-05-21,93.09051732086053
472,2002-05-22,93.51389114811346
473,2002-05-23,94.05046531480738
474,2002-05-24,93.35621557707657
475,2002-05-27,93.35621557707657
476,2002-05-28,92.89916794575397
477,2002-05-29,92.65423243503639
478,2002-05-30,92.57104567398963
479,2002-05-31,92.68872015913792
480,2002-06-03,91.28799714078514
481,2002-06-04,91.34114685285448
482,2002-06-05,91.79916393253234
483,2002-06-06,90.7511277674806
484,2002-06-07,90.55906493776519
485,2002-06-10,90.77679707523865
486,2002-06-11,89.95963058257469
487,2002-06-12,90.3848040216827
488,2002-06-13,89.87645362474397
489,2002-06-14,89.93651122863747
490,2002-06-17,91.43314558999286
491,2002-06-18,91.49136991480029
492,2002-06-19,90.766023661555
493,2002-06-20,89.85606154205215
494,2002-06-21,89.02858138699116
495,2002-06-24,89.09720642284492
496,2002-06-25,88.21854318059123
497,2002-06-26,88.27577201035942
498,2002-06-27,89.02144483615491
499,2002-06-28,88.95869878044853
500,2002-07-01,87.84164087005246
501,2002-07-02,86.85774786684493
502,2002-07-03,87.18152135979685
503,2002-07-04,87.18152135979685
504,2002-07-05,88.88460371041649
505,2002-07-08,88.36137162304055
506,2002-07-09,87.22384953672089
507,2002-07-10,85.65684727203919
508,2002-07-11,86.04053250093898
509,2002-07-12,85.75729505076481
510,2002-07-15,85.50728517790259
511,2002-07-16,84.42596326026776
512,2002-07-17,84.80456149711264
513,2002-07-18,83.58196817191089
514,2002-07-19,81.82393907346759
515,2002-07-22,80.44269944082326
516,2002-07-23,79.27928453993492
517,2002-07-24,81.71380235682241
518,2002-07-25,81.4796175760687
519,2002-07-26,82.19543700280798
520,2002-07-29,84.44676056761585
521,2002-07-30,84.62714847869645
522,2002-07-31,85.30707470286895
523,2002-08-01,83.98310168196838
524,2002-08-02,83.08320445823145
525,2002-08-05,81.47465065586893
526,2002-08-06,82.6295880001405
527,2002-08-07,83.7176879345283
528,2002-08-08,85.16182954463414
529,2002-08-09,85.53419388080604
530,2002-08-12,85.32961888467896
531,2002-08-13,84.439746950412
532,2002-08-14,86.41734404151558
533,2002-08-15,86.82705800687533
534,2002-08-16,86.54324212936498
535,2002-08-19,87.79529718857873
536,2002-08-20,87.33788755245348
537,2002-08-21,87.98214354459981
538,2002-08-22,88.58435611919148
539,2002-08-23,87.52392192051826
540,2002-08-26,87.95593437834458
541,2002-08-27,87.13470243534891
542,2002-08-28,86.32530494630089
543,2002-08-29,86.41974812739082
544,2002-08-30,86.36669075901054
545,2002-09-02,86.36669075901054
546,2002-09-03,84.54474136150846
547,2002-09-04,85.43014741464032
548,2002-09-05,84.72699156789153
549,2002-09-06,85.31378026804151
550,2002-09-09,85.78797993645429
551,2002-09-10,86.24479568863887
552,2002-09-11,86.15327065583082
553,2002-09-12,85.1141200987463
554,2002-09-13,85.39743132363432
555,2002-09-16,85.52703840264596
556,2002-09-17,84.59541335582698
557,2002-09-18,84.37038488161097
558,2002-09-19,83.0594606654933
559,2002-09-20,83.13797403146883
560,2002-09-23,82.59422617598827
561,2002-09-24,81.79822518513343
562,2002-09-25,82.77354803744169
563,2002-09-26,83.62066195433303
564,2002-09-27,82.23194362307538
565,2002-09-30,81.68663590601827
566,2002-10-01,83.33777387905127
567,2002-10-02,82.28994483450396
568,2002-10-03,81.80692971928016
569,2002-10-04,80.78728691310593
570,2002-10-07,79.99281612358601
571,2002-10-08,80.65211037194987
572,2002-10-09,79.5472864516862
573,2002-10-10,80.92346875251725
574,2002-10-11,82.48548577861743
575,2002-10-14,82.81812527310444
576,2002-10-15,84.72126643458542
577,2002-10-16,83.50872380151239
578,2002-10-17,84.42101029311166
579,2002-10-18,84.70295471612866
580,2002-10-21,85.43809437970592
581,2002-10-22,84.90151105382112
582,2002-10-23,85.24590078030067
583,2002-10-24,84.65934757284634
584,2002-10-25,85.59160417782638
585,2002-10-28,85.27649382348798
586,2002-10-29,85.07928210513367
587,2002-10-30,85.54403645005648
588,2002-10-31,85.37828235740066
589,2002-11-01,86.1250163312153
590,2002-11-04,86.4886652925675
591,2002-11-05,86.85458034298978
592,2002-11-06,87.42661400764779
593,2002-11-07,86.52244460650647
594,2002-11-08,86.15786501623148
595,2002-11-11,85.1483072134422
596,2002-11-12,85.51199989583489
597,2002-11-13,85.5410026303406
598,2002-11-14,86.53329580189339
599,2002-11-15,86.85746432285373
600,2002-11-18,86.42314863800695
601,2002-11-19,86.28089694141174
602,2002-11-20,87.08727155917204
603,2002-11-21,88.07766272137118
604,2002-11-22,87.85022397162157
605,2002-11-25,87.97887462561995
606,2002-11-26,87.08484271466322
607,2002-11-27,88.23951386854058
608,2002-11-28,88.23951386854058
609,2002-11-29,88.2016640949067
610,2002-12-02,88.11350021701239
611,2002-12-03,87.35967895903522
612,2002-12-04,87.29899612947735
613,2002-12-05,86.79062290598061
614,2002-12-06,87.15590124604034
615,2002-12-09,86.13303141760642
616,2002-12-10,86.82564855650375
617,2002-12-11,86.97533072249547
618,2002-12-12,86.79615755568187
619,2002-12-13,86.08446740793386
620,2002-12-16,87.1454574579787
621,2002-12-17,86.79305768955433
622,2002-12-18,86.27370700915716
623,2002-12-19,86.06467425362897
624,2002-12-20,86.69474562364073
625,2002-12-23,86.76770061873827
626,2002-12-24,86.57826176815104
627,2002-12-25,86.57826176815104
628,2002-12-26,86.46039744342315
629,2002-12-27,85.86223264480662
630,2002-12-30,86.14086195945771
631,2002-12-31,86.13205824793832
632,2003-01-01,86.13205824793832
633,2003-01-02,87.70157894358981
634,2003-01-03,87.68692293989045
635,2003-01-06,88.94026423927389
636,2003-01-07,88.65798740618584
637,2003-01-08,87.95587544595898
638,2003-01-09,88.81161522149212
639,2003-01-10,88.82703499909786
640,2003-01-13,88.82016330853997
641,2003-01-14,89.22131232170821
642,2003-01-15,88.45435408174303
643,2003-01-16,88.22675801288477
644,2003-01-17,87.5069326735588
645,2003-01-20,87.5069326735588
646,2003-01-21,86.67568993892917
647,2003-01-22,86.17231780067743
648,2003-01-23,86.6978145277991
649,2003-01-24,85.13887447989848
650,2003-01-27,84.18955522900865
651,2003-01-28,84.88372139351569
652,2003-01-29,85.20519021192608
653,2003-01-30,84.03347487528195
654,2003-01-31,84.7836041376311
655,2003-02-03,85.08005366494902
656,2003-02-04,84.38546517611036
657,2003-02-05,84.01701149253964
658,2003-02-06,83.77264485790982
659,2003-02-07,83.27551346283008
660,2003-02-10,83.61911620921431
661,2003-02-11,83.21093135275464
662,2003-02-12,82.61525003431845
663,2003-02-13,82.61631956084621
664,2003-02-14,83.63104775538645
665,2003-02-17,83.63104775538645
666,2003-02-18,84.69656354524705
667,2003-02-19,84.41456181313075
668,2003-02-20,83.96342680586034
669,2003-02-21,84.61164750699675
670,2003-02-24,83.68771245220255
671,2003-02-25,84.11801901196512
672,2003-02-26,83.48353024507742
673,2003-02-27,84.13744354158683
674,2003-02-28,84.48127956782795
675,2003-03-03,84.10986508345258
676,2003-03-04,83.31924394107327
677,2003-03-05,83.8804370088489
678,2003-03-06,83.3502023528529
679,2003-03-07,83.82450130504634
680,2003-03-10,82.51835352056244
681,2003-03-11,82.06001644187356
682,2003-03-12,82.27586878265734
683,2003-03-13,83.86384317068698
684,2003-03-14,83.9946433947571
685,2003-03-17,85.7666790465911
686,2003-03-18,85.9074172197934
687,2003-03-19,86.31747937072038
688,2003-03-20,86.3714441601332
689,2003-03-21,87.54711111130935
690,2003-03-24,85.70864214601656
691,2003-03-25,86.40249261036418
692,2003-03-26,86.14540422290338
693,2003-03-27,86.09620915217508
694,2003-03-28,85.83314203260494
695,2003-03-31,84.97407420383615
696,2003-04-01,85.63200128718364
697,2003-04-02,86.94911749722023
698,2003-04-03,86.70074287183343
699,2003-04-04,86.83185293607643
700,2003-04-07,86.82697305697513
701,2003-04-08,86.86134689103626
702,2003-04-09,86.13438157361016
703,2003-04-10,86.4494060787809
704,2003-04-11,86.1927729875085
705,2003-04-14,87.24254568479975
706,2003-04-15,87.6958374794437
707,2003-04-16,87.04933207626468
708,2003-04-17,87.91732324352785
709,2003-04-18,87.91732324352785
710,2003-04-21,87.81775239434036
711,2003-04-22,89.07325957941785
712,2003-04-23,89.58651262990202
713,2003-04-24,89.22847061811936
714,2003-04-25,88.46101802292053
715,2003-04-28,89.49606275739228
716,2003-04-29,89.66007247524965
717,2003-04-30,89.76814086626075
718,2003-05-01,89.74520184442875
719,2003-05-02,90.56485072812882
720,2003-05-05,90.39218522644637
721,2003-05-06,91.02183589806211
722,2003-05-07,90.8639375823437
723,2003-05-08,90.29219131431027
724,2003-05-09,91.13631717461918
725,2003-05-12,91.95164840042682
726,2003-05-13,91.7950689124753
727,2003-05-14,91.75347459796603
728,2003-05-15,92.20725596361082
729,2003-05-16,92.16401490076899
730,2003-05-19,90.65814921689166
731,2003-05-20,90.6963878003042
732,2003-05-21,90.90282484394538
733,2003-05-22,91.49639235266106
734,2003-05-23,91.59745613739969
735,2003-05-26,91.59745613739969
736,2003-05-27,92.70451781411016
737,2003-05-28,92.79434920009787
738,2003-05-29,92.68589321477424
739,2003-05-30,93.58365509618136
740,2003-06-02,93.72215037110456
741,2003-06-03,94.14399997904914
742,2003-06-04,95.15811326853846
743,2003-06-05,95.35256675687704
744,2003-06-06,95.19934215227332
745,2003-06-09,94.55720556836826
746,2003-06-10,95.25745016315747
747,2003-06-11,96.0895795091405
748,2003-06-12,96.2040618064839
749,2003-06-13,95.65502043267665
750,2003-06-16,96.99215970992888
751,2003-06-17,96.93809175000408
752,2003-06-18,96.72957363155635
753,2003-06-19,95.77052313673892
754,2003-06-20,95.76787080924603
755,2003-06-23,94.9706972944237
756,2003-06-24,95.16377755821753
757,2003-06-25,94.49329890227747
758,2003-06-26,94.98840361932852
759,2003-06-27,94.33456364773873
760,2003-06-30,94.29665656636291
761,2003-07-01,94.78458445533042
762,2003-07-02,95.55314323951683
763,2003-07-03,94.90240014719508
764,2003-07-04,94.90240014719508
765,2003-07-07,96.03677784874003
766,2003-07-08,96.24938529355546
767,2003-07-09,95.94179459976169
768,2003-07-10,95.11569019893733
769,2003-07-11,95.7905315319955
770,2003-07-14,96.06613811288389
771,2003-07-15,95.58687862068999
772,2003-07-16,95.14731177038996
773,2003-07-17,94.35242122474024
774,2003-07-18,95.08088305918855
775,2003-07-21,93.8770998068174
776,2003-07-22,94.5144704265464
777,2003-07-23,94.61344870725841
778,2003-07-24,94.09503782466516
779,2003-07-25,95.17950715521366
780,2003-07-28,94.87742761302908
781,2003-07-29,94.2222967732916
782,2003-07-30,94.21472944413605
783,2003-07-31,94.09527825002633
784,2003-08-01,93.42189677153057
785,2003-08-04,93.73731075698701
786,2003-08-05,92.49329243484173
787,2003-08-06,92.89286926042413
788,2003-08-07,93.45254466842576
789,2003-08-08,93.69691028226927
790,2003-08-11,93.78057586934011
791,2003-08-12,94.44237605880487
792,2003-08-13,93.72149536028437
793,2003-08-14,94.1295690355409
794,2003-08-15,94.21602081395794
795,2003-08-18,94.89588509448555
796,2003-08-19,95.25373476249166
797,2003-08-20,95.0543918444622
798,2003-08-21,95.12143665453823
799,2003-08-22,94.5264544835232
800,2003-08-25,94.4789366814314
801,2003-08-26,94.75013812666077
802,2003-08-27,94.69353038730725
803,2003-08-28,95.26515985109384
804,2003-08-29,95.59030118847576
805,2003-09-01,95.59030118847576
806,2003-09-02,96.16955357648585
807,2003-09-03,96.46170712843657
808,2003-09-04,96.735399513091
809,2003-09-05,96.67616990243465
810,2003-09-08,97.25648356407908
811,2003-09-09,96.78974732205641
812,2003-09-10,96.25278380036164
813,2003-09-11,96.49349898261181
814,2003-09-12,96.74037504283264
815,2003-09-15,96.5783172472456
816,2003-09-16,97.39542959468403
817,2003-09-17,97.37504575997335
818,2003-09-18,98.1912925995365
819,2003-09-19,98.01959474562527
820,2003-09-22,97.09841118622668
821,2003-09-23,97.53206085608579
